enterer,entry_date,subject,DOT,DOB,age_group,order,item,label,story,polarity,condition,true_answer,response,correct,response_type,justification,just_type,include
J,2018-02-17,36,2018-03-10,2014-03-10,4,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,idk i paid attention,random,1
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,1,target,fit,pos,TFP,3,2,0,middle,"mother was inadvertently feeding answers, should exclude",,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,2,target,reach,pos,TRP,1,1,1,adult-like,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,3,filler,sameness,pos,FMP,2,1,0,opposite,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,4,target,weight,pos,TWP,1,2,0,middle,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,5,target,capacity,pos,TCP,3,2,0,middle,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,8,target,fit,neg,TFN,1,2,0,middle,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,9,target,reach,neg,TRN,3,2,0,middle,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,10,filler,scale,neg,FSN,2,3,0,opposite,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,11,target,weight,neg,TWN,3,3,1,adult-like,,,0
yadav,2018-03-15,37,2018-03-14,2015-03-18,2,POS,12,target,capacity,neg,TCN,1,3,0,opposite,,,0
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,1,target,fit,pos,TFP,3,3,1,adult-like,"biggest, socks small",scale,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,2,target,reach,pos,TRP,1,1,1,adult-like,super small,scale,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,"yellow, matches hat",,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,4,target,weight,pos,TWP,1,1,1,adult-like,he's so small,scale,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,his is so huge,scale,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,6,filler,scale,pos,FSP,2,1,0,opposite,he has a little backpack,,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,shell doesn't match,,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,8,target,fit,neg,TFN,1,1,1,adult-like,mary so small,scale,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,9,target,reach,neg,TRN,3,3,1,adult-like,so big,scale,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,medium sized,,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,11,target,weight,neg,TWN,3,3,1,adult-like,so big,scale,1
yadav,2018-03-15,38,2018-03-14,2011-06-28,6,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,so small,scale,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,1,target,fit,pos,TFP,3,3,1,adult-like,big feet,scale,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,2,target,reach,pos,TRP,1,1,1,adult-like,shorter,scale,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow,,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,4,target,weight,pos,TWP,1,1,1,adult-like,small,scale,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,5,target,capacity,pos,TCP,3,,0,other,idk,none,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium sized,,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,shell does not match his basket,,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,8,target,fit,neg,TFN,1,1,1,adult-like,little,scale,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,9,target,reach,neg,TRN,3,3,1,adult-like,b/c i knew,random,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,b/c she's medium,,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,11,target,weight,neg,TWN,3,3,1,adult-like,i knew she was,random,1
yadav,2018-03-15,39,2018-03-14,2012-06-20,5,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,she is small,scale,1
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,1,target,fit,pos,TFP,3,3,1,adult-like,idk,none,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,2,target,reach,pos,TRP,1,2,0,middle,idk,none,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,b/c,,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,4,target,weight,pos,TWP,1,3,0,opposite,idk,none,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,idk,none,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,6,filler,scale,pos,FSP,2,,0,other,idk,,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,7,filler,sameness,neg,FMN,2,3,0,opposite,idk,,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,8,target,fit,neg,TFN,1,2,0,middle,b/c,,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,9,target,reach,neg,TRN,3,2,0,middle,b/c,,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,10,filler,scale,neg,FSN,2,3,0,opposite,b/c,,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,11,target,weight,neg,TWN,3,2,0,middle,b/c,,0
yadav,2018-03-15,40,2018-03-14,2015-01-19,3,POS,12,target,capacity,neg,TCN,1,3,0,opposite,b/c,,0
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,1,target,fit,pos,TFP,3,2,0,middle,all the middle ones are right,random,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,2,target,reach,pos,TRP,1,2,0,middle,all the middle ones are right,random,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,all the middle ones are right,,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,4,target,weight,pos,TWP,1,2,0,middle,all the middle ones are right,random,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,5,target,capacity,pos,TCP,3,2,0,middle,all the middle ones are right,random,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,6,filler,scale,pos,FSP,2,3,0,opposite,you pointed to the backpack,,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,doesn't have same color,,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,8,target,fit,neg,TFN,1,1,1,adult-like,"smallest, he wants to fit in there, he can't",scale,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,9,target,reach,neg,TRN,3,3,1,adult-like,"because her is biggest, that big",scale,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,because yellow hat bought by dad,,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,11,target,weight,neg,TWN,3,3,1,adult-like,he can't hold them and he was the biggest,scale,1
yadav,2018-03-15,41,2018-03-14,2013-04-20,4,POS,12,target,capacity,neg,TCN,1,3,0,opposite,"he has the biggest arms, can't reach them (marbles)",scale,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,1,target,fit,pos,TFP,3,1,0,opposite,small socks,scale,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,2,target,reach,pos,TRP,1,3,0,opposite,big bear,scale,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,i looked at the yellow,,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,4,target,weight,pos,TWP,1,3,0,opposite,i looked at the big one,scale,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,big basket,scale,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,looked at the middle blue guy,,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,looked at green basket,,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,8,target,fit,neg,TFN,1,3,0,opposite,looked at big mouse,scale,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,9,target,reach,neg,TRN,3,1,0,opposite,because she's the small one,scale,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,middle hat is yellow,,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,11,target,weight,neg,TWN,3,1,0,opposite,look at pink bunny ,random,1
yadav,2018-03-15,42,2018-03-14,2011-12-15,6,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,she has small legs,scale,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,1,target,fit,pos,TFP,3,3,1,adult-like,franky big,scale,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,2,target,reach,pos,TRP,1,1,1,adult-like,"benny looked at it, just knew",random,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,3,filler,sameness,pos,FMP,2,,0,other,yellow hat,,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,4,target,weight,pos,TWP,1,1,1,adult-like,rufus is small,scale,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,5,target,capacity,pos,TCP,3,1,0,opposite,even though he has a small basket he can fill it up,scale,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium-medium,,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,green pink no match,,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,8,target,fit,neg,TFN,1,1,1,adult-like,small even though can't fit in hole,scale,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,9,target,reach,neg,TRN,3,3,1,adult-like,really long,scale,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,color match,,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,11,target,weight,neg,TWN,3,3,1,adult-like,really big,scale,1
yadav,2018-03-15,43,2018-03-14,2011-06-08,6,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,frida is small but the couch is still low,scale,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,8,target,fit,pos,TFP,3,1,0,opposite,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,,none,1
yadav,2018-03-20,44,2018-03-20,2014-01-27,4,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,,none,1
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,2,target,reach,neg,TRN,3,2,0,middle,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,3,filler,sameness,neg,FMN,2,3,0,opposite,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,4,target,weight,neg,TWN,3,2,0,middle,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,5,target,capacity,neg,TCN,1,1,1,adult-like,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,6,filler,scale,neg,FSN,2,3,0,opposite,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,8,target,fit,pos,TFP,3,1,0,opposite,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,9,target,reach,pos,TRP,1,2,0,middle,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,10,filler,scale,pos,FSP,2,3,0,opposite,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,just knew,none,0
yadav,2018-03-20,45,2018-03-20,2014-08-05,3,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,just knew,none,0
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,,none,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,2,target,reach,neg,TRN,3,,0,other,,none,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,none,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,so big,scale,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,5,target,capacity,neg,TCN,1,3,0,opposite,i don't know,none,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,6,filler,scale,neg,FSN,2,1,0,opposite,so little,,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,he had a yellow hat on,,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,8,target,fit,pos,TFP,3,1,0,opposite,so little,scale,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,so little,scale,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,idk,,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,so little,scale,1
yadav,2018-03-20,46,2018-03-20,2014-06-17,3,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,so little that he didn't carry everything and he can't carry everything in his basket,scale,1
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,2,target,reach,neg,TRN,3,1,0,opposite,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,3,filler,sameness,neg,FMN,2,1,0,opposite,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,4,target,weight,neg,TWN,3,1,0,opposite,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,5,target,capacity,neg,TCN,3,2,0,middle,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,"(pointed and said ""the big one"") just knew it",scale,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,9,target,reach,pos,TRP,1,3,0,opposite,"(pointed and said ""the big one"") just knew it",scale,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,10,filler,scale,pos,FSP,2,3,0,opposite,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,11,target,weight,pos,TWP,1,3,0,opposite,just knew it,none,0
yadav,2018-03-20,47,2018-03-20,2014-07-30,3,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,just knew it,none,0
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,she's little,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,2,target,reach,neg,TRN,3,1,0,opposite,she's little,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,medium,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,4,target,weight,neg,TWN,3,1,0,opposite,little,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,5,target,capacity,neg,TCN,1,1,1,adult-like,that frog is little,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,6,filler,scale,neg,FSN,2,1,0,opposite,turtle is little,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,wearing a yellow hat,none,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,8,target,fit,pos,TFP,3,1,0,opposite,he's little,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,he's little,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,that elephant is little,scale,1
yadav,2018-03-20,48,2018-03-20,2014-07-03,3,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,little,scale,1
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,we have two sisters,random,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,2,target,reach,neg,TRN,3,2,0,middle,big medium small,random,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,doesn't match,,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,4,target,weight,neg,TWN,3,2,0,middle,because it can't hold it,random,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,5,target,capacity,neg,TCN,1,2,0,middle,cuz the black cup,random,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,6,filler,scale,neg,FSN,2,3,0,opposite,just know,,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,it has yellow,,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,8,target,fit,pos,TFP,3,2,0,middle,points to socks,random,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,9,target,reach,pos,TRP,1,2,0,middle,point to tree,random,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,10,filler,scale,pos,FSP,2,1,0,opposite,it has little ears,random,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,little,scale,0
yadav,2018-03-20,49,2018-03-20,2012-12-31,5,NEG,12,target,capacity,pos,TCP,3,2,0,middle,medium,scale,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,small can fit in hole,scale,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,2,target,reach,neg,TRN,3,,0,other,idk,none,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,3,filler,sameness,neg,FMN,2,1,0,opposite,that one is small,scale,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,4,target,weight,neg,TWN,3,,0,other,maybe in different picture,random,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,5,target,capacity,neg,TCN,1,,0,other,idk,none,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,6,filler,scale,neg,FSN,2,1,0,opposite,it's small,,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,he had a yellow hat on,,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,8,target,fit,pos,TFP,3,1,0,opposite,small can fit in hole,scale,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,small can fit in hole,scale,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,small can fit in hole,scale,0
yadav,2018-03-20,50,2018-03-20,2014-12-03,3,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,"small, they can't even reach those ones",scale,0
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,it wouldn't fit,scale,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,it's' tall but  still couldn't reach,scale,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,none,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,she's bigger but still can't pick it up,scale,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,it's little but still can't fill it,scale,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,none,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,none,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,they looked small but,scale,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,he was able to reach it,scale,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,10,filler,scale,pos,FSP,2,,0,other,,none,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,he's little but was able to lift it,scale,1
M,2018-08-01,57,2018-07-12,2012-03-18,6,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,he has the smallest basket but was able to fill it,scale,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,1,target,fit,pos,TFP,3,3,1,adult-like,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,2,target,reach,pos,TRP,1,3,0,opposite,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,4,target,weight,pos,TWP,1,1,1,adult-like,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,7,filler,sameness,neg,FMN,2,3,0,opposite,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,8,target,fit,neg,TFN,1,3,0,opposite,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,9,target,reach,neg,TRN,3,3,1,adult-like,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,10,filler,scale,neg,FSN,2,1,0,opposite,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,11,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-01,58,2018-07-12,2015-06-04,3,POS,12,target,capacity,neg,TCN,1,3,0,opposite,,none,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,,none,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,she's the biggest,scale,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,none,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,she's the biggest,scale,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,the little one,scale,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,none,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,none,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,the biggest,scale,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,the littlest,scale,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,the medium one,scale,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,the little one,scale,1
M,2018-08-01,59,2018-07-12,2011-08-29,6,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,the little one,scale,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,1,target,fit,neg,TFN,1,3,0,opposite,so big,scale,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,so big,scale,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,not the same,,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,less strong,scale,1
